"метчик м-р М 2*0,45 Р6М5",AG-000406CL,1
"метчик м-р М 3*0,5 осн Р6М5",AG-000407CL,1
"метчик м-р М 3*0,5 осн глухой",AG-000408CL,1
"метчик м-р М 3*0,5 осн левый",AG-000409CL,1
"метчик м-р М 4*0,5 Р6М5",AG-000410CL,1
"метчик м-р М 4*0,7 лев",AG-000411CL,1
"метчик м-р М 4*0,7 осн глухой",AG-000412CL,1
"метчик м-р М 4*0,7 осн Р6М5",AG-000413CL,1
"метчик м-р М 5*0,8 осн глухой",AG-000414CL,1
"метчик м-р М 5*0,8 осн Р6М5",AG-000415CL,1
"метчик м-р М 5*0,8 осн лев Р6М5",AG-000416CL,1
"метчик м-р М 6*0,75",AG-000701CL,1
"метчик м-р М 6*1,0 осн глухой",AG-000417CL,1
"метчик м-р М 6*1,0 осн Р6М5",AG-000418CL,1
"метчик м-р М 6*1,0 осн лев Р6М5",AG-000419CL,1
"метчик м-р М 7*1,0 осн Р6М5",AG-000420CL,1
"метчик м-р М 8*1,0 лев",AG-000421CL,1
"метчик м-р М 8*1,0 Р6М5",AG-000422CL,1
"метчик м-р М 8*1,25 глухой",AG-000423CL,1
"метчик м-р М 8*1,25 лев",AG-000424CL,1
"метчик м-р М 8*1,25 осн Р6М5",AG-000425CL,1
"метчик м-р М 8*1,5",AG-000702CL,1
"метчик м-р М 9*1,0",AG-000703CL,1
"метчик м-р М 9*1,25 осн",AG-000704CL,1
"метчик м-р М10*0,5",AG-000705CL,1
"метчик м-р М10*0,75",AG-000706CL,1
"метчик м-р М10*1,0 Р6М5",AG-000426CL,1
"метчик м-р М10*1,25 Р6М5",AG-000427CL,1
"метчик м-р М10*1,5 лев",AG-000428CL,1
"метчик м-р М10*1,5 осн глухой",AG-000429CL,1
"метчик м-р М10*1,5 осн Р6М5",AG-000430CL,1
"метчик м-р М11*1,0 Р6М5",AG-000431CL,1
"метчик м-р М11*1,25 Р6М5",AG-000707CL,1
"метчик м-р М11*1,5 осн Р6М5",AG-000432CL,1
"метчик м-р М12*0,75",AG-000708CL,1
"метчик м-р М12*1,0 Р6М5",AG-000433CL,1
"метчик м-р М12*1,25 Р6М5",AG-000434CL,1
"метчик м-р М12*1,5 глухой",AG-000435CL,1
"метчик м-р М12*1,5 лев",AG-000436CL,1
"метчик м-р М12*1,5 Р6М5",AG-000437CL,1
"метчик м-р М12*1,75 лев",AG-000438CL,1
"метчик м-р М12*1,75 осн глухой",AG-000439CL,1
"метчик м-р М12*1,75 осн Р6М5",AG-000440CL,1
"метчик м-р М14*1,0 лев",AG-000441CL,1
"метчик м-р М14*1,0 Р6М5",AG-000442CL,1
"метчик м-р М14*1,25 лев",AG-000709CL,1
"метчик м-р М14*1,25 Р6М5",AG-000443CL,1
"метчик м-р М14*1,5 лев",AG-000444CL,1
"метчик м-р М14*1,5 Р6М5",AG-000445CL,1
"метчик м-р М14*1,75 глухой",AG-000446CL,1
"метчик м-р М14*1,75 Р6М5",AG-000447CL,1
